DL_score,ML_score,Fusion_Pred_Prob
0.05448581,0.0,0.4283240284409876
0.122450404,0.0,0.4911924117571664
0.10119613,0.16819948,0.4730674286650443
0.17640993,0.78505516,0.5491139125848056
0.0382412,0.17804965,0.41527019290409434
0.04529147,0.80454016,0.4277313387565752
0.067059495,0.55850285,0.44529985970322794
0.3008291,0.47718886,0.6567601991391597
0.42983577,0.0,0.7523321130518821
0.16930091,0.6839115,0.5415473542421811
0.17115308,0.0,0.5365326581910828
0.18497452,0.8587003,0.5577283868988014
0.049064334,0.49667433,0.4281905248199323
0.083938405,0.0,0.455404902604895
0.8148927,0.0,0.9273764768260484
0.18673025,0.0,0.550943356038159
0.0050062495,0.7287246,0.3907047573121665
0.19172658,0.0,0.555548664998416
0.032347705,0.9907374,0.4177518961295765
0.7497452,0.9193076,0.9121786515091727
0.088761196,0.70461386,0.46680865544617217
0.06744876,0.1979909,0.4421335196121997
0.054287177,0.5842665,0.43381793976241617
0.1319837,0.10956085,0.5011644643931854
0.33855996,0.029627936,0.6839253791202395
0.17449117,0.15230355,0.5411250715163604
0.9908331,0.0766928,0.961068343507562
0.03651239,0.19905752,0.41390738306210517
0.3919235,0.0,0.7250605017420796
0.18301734,0.008814212,0.5476018123851687
0.99994195,0.0,0.9622093193754717
0.11254036,0.0,0.4819600250764647
0.14757255,0.0,0.514609157412992
0.19400743,0.0,0.557647884589003
0.48786452,0.0,0.7904258282168551
0.073114425,0.9108756,0.4543420264620629
0.0030827469,0.0,0.3821604377411749
1.0,0.0,0.9622171879241552
0.20474613,0.0,0.5675026082038669
0.45922843,0.0,0.7721871310980745
0.56048983,0.065110855,0.8321458881142575
0.6925797,0.0,0.890018721983795
0.03482751,0.0,0.4104746676802009
0.99992657,0.0,0.9622072358052048
0.58376765,0.0,0.843584328302206
0.99392176,0.0,0.9613844201312723
0.99999523,0.9361686,0.9635417901517007
0.13408948,0.0,0.5020428101108597
0.6646713,0.0,0.8794099517854611
0.9999988,0.98219186,0.9636062450923891
0.17765866,0.0,0.542559902483106
0.1467993,0.0,0.5138888337520844
0.1311964,0.0,0.49934554433708433
0.36566442,0.0,0.7051152860269252
0.16992313,0.0,0.535391877599186
